composer,filename,npz_path,seq_len
beethoven,WoO054_Lustig_Traurig.mid,processed\lstm\beethoven\WoO054_Lustig_Traurig.npz,636
beethoven,WoO055_Prelude.mid,processed\lstm\beethoven\WoO055_Prelude.npz,883
beethoven,WoO056_Bagatella.mid,processed\lstm\beethoven\WoO056_Bagatella.npz,695
beethoven,WoO060_Mouvement_Pour_Piano.mid,processed\lstm\beethoven\WoO060_Mouvement_Pour_Piano.npz,303
beethoven,WoO061_Mouvement_Pour_Piano.mid,processed\lstm\beethoven\WoO061_Mouvement_Pour_Piano.npz,486
beethoven,WoO061a_Mouvement_Pour_Piano.mid,processed\lstm\beethoven\WoO061a_Mouvement_Pour_Piano.npz,90
beethoven,WoO081_Allemande.mid,processed\lstm\beethoven\WoO081_Allemande.npz,604
beethoven,WoO082_Menuet.mid,processed\lstm\beethoven\WoO082_Menuet.npz,1780
beethoven,WoO083_Six_Escotish_Dances_for_Piano.mid,processed\lstm\beethoven\WoO083_Six_Escotish_Dances_for_Piano.npz,1239
beethoven,WoO086_Scotish.mid,processed\lstm\beethoven\WoO086_Scotish.npz,211
chopin,2542Prelude_opus28_No16_in_B_flat_minor.mid,processed\lstm\chopin\2542Prelude_opus28_No16_in_B_flat_minor.npz,1199
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No10.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No10.npz,1742
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No11.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No11.npz,669
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No12.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No12.npz,682
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No13.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No13.npz,1062
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No14.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No14.npz,602
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No15.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No15.npz,1580
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No16.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No16.npz,1021
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No17.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No17.npz,1702
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No18.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No18.npz,1411
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No19.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No19.npz,358
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No2.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No2.npz,778
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No3.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No3.npz,907
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No4.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No4.npz,1768
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No5.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No5.npz,394
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No6.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No6.npz,981
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No7.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No7.npz,1050
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No8.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No8.npz,1043
chopin,19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No9.mid,processed\lstm\chopin\19_Polish_Songs_for_Solo_Voice_and_Piano_accomplements_No9.npz,493
chopin,2_Polonaises_op26_n1.mid,processed\lstm\chopin\2_Polonaises_op26_n1.npz,3602
chopin,Ballad_op32.mid,processed\lstm\chopin\Ballad_op32.npz,5028
chopin,Ballad_op53.mid,processed\lstm\chopin\Ballad_op53.npz,6052
chopin,Ballade_No2_in_F_Major.mid,processed\lstm\chopin\Ballade_No2_in_F_Major.npz,4240
chopin,Barcarolle_in_F_sharp_Major.mid,processed\lstm\chopin\Barcarolle_in_F_sharp_Major.npz,4793
chopin,Ecossaise_No2_in_G.mid,processed\lstm\chopin\Ecossaise_No2_in_G.npz,438
chopin,Etude_No1.mid,processed\lstm\chopin\Etude_No1.npz,1364
chopin,Etude_No2_in_A_Minor.mid,processed\lstm\chopin\Etude_No2_in_A_Minor.npz,1458
chopin,Etude_No7_in_C_Major_Opus10_No7.mid,processed\lstm\chopin\Etude_No7_in_C_Major_Opus10_No7.npz,1785
chopin,Etude_Op_25_No1.mid,processed\lstm\chopin\Etude_Op_25_No1.npz,3656
chopin,Etude_op_10-5_Black_keys.mid,processed\lstm\chopin\Etude_op_10-5_Black_keys.npz,1629
chopin,Etude_Op10_No11.mid,processed\lstm\chopin\Etude_Op10_No11.npz,1963
chopin,Etude_op10_n01.mid,processed\lstm\chopin\Etude_op10_n01.npz,1337
chopin,Etude_op10_n02.mid,processed\lstm\chopin\Etude_op10_n02.npz,1458
chopin,Etude_op10_n03.mid,processed\lstm\chopin\Etude_op10_n03.npz,1884
chopin,Etude_op10_n04_Drchew.mid,processed\lstm\chopin\Etude_op10_n04_Drchew.npz,2204
chopin,Etude_op10_n05_Black_Key.mid,processed\lstm\chopin\Etude_op10_n05_Black_Key.npz,1631
chopin,Etude_op10_n06.mid,processed\lstm\chopin\Etude_op10_n06.npz,948
chopin,Etude_op10_n07.mid,processed\lstm\chopin\Etude_op10_n07.npz,1785
chopin,Etude_op10_n08.mid,processed\lstm\chopin\Etude_op10_n08.npz,2303
chopin,Etude_op10_n09.mid,processed\lstm\chopin\Etude_op10_n09.npz,1234
chopin,Etude_op10_n10.mid,processed\lstm\chopin\Etude_op10_n10.npz,2231
chopin,Etude_op10_n11.mid,processed\lstm\chopin\Etude_op10_n11.npz,1984
chopin,Etude_op10_n12_Revolutionary.mid,processed\lstm\chopin\Etude_op10_n12_Revolutionary.npz,2088
chopin,Etude_op25_n01_Harp_Etude.mid,processed\lstm\chopin\Etude_op25_n01_Harp_Etude.npz,2393
chopin,Etude_op25_n02.mid,processed\lstm\chopin\Etude_op25_n02.npz,1203
chopin,Etude_op25_n03.mid,processed\lstm\chopin\Etude_op25_n03.npz,1693
chopin,Etude_op25_n04.mid,processed\lstm\chopin\Etude_op25_n04.npz,1504
chopin,Etude_op25_n05.mid,processed\lstm\chopin\Etude_op25_n05.npz,2192
chopin,Etude_op25_n06.mid,processed\lstm\chopin\Etude_op25_n06.npz,2510
chopin,Etude_op25_n07.mid,processed\lstm\chopin\Etude_op25_n07.npz,1631
chopin,Etude_op25_n08.mid,processed\lstm\chopin\Etude_op25_n08.npz,1555
chopin,Etude_op25_n09.mid,processed\lstm\chopin\Etude_op25_n09.npz,1049
chopin,Etude_op25_n10.mid,processed\lstm\chopin\Etude_op25_n10.npz,3357
chopin,Etude_op25_n11_Winter_Wind.mid,processed\lstm\chopin\Etude_op25_n11_Winter_Wind.npz,3170
chopin,Etude_op25_n12_The_Ocean.mid,processed\lstm\chopin\Etude_op25_n12_The_Ocean.npz,2634
chopin,Fantasie_Impromptu_op66.mid,processed\lstm\chopin\Fantasie_Impromptu_op66.npz,3046
chopin,Finale_to_B_Minor_Paino_Sonata.mid,processed\lstm\chopin\Finale_to_B_Minor_Paino_Sonata.npz,4851
chopin,Grande_Waltz_op18.mid,processed\lstm\chopin\Grande_Waltz_op18.npz,4413
chopin,Imprompt_Fantastique.mid,processed\lstm\chopin\Imprompt_Fantastique.npz,3049
chopin,Impromptu_n3_op51.mid,processed\lstm\chopin\Impromptu_n3_op51.npz,2434
chopin,Mazurka_op30_n2_Drchew.mid,processed\lstm\chopin\Mazurka_op30_n2_Drchew.npz,787
chopin,Mazurka_op33_n2_Drchew.mid,processed\lstm\chopin\Mazurka_op33_n2_Drchew.npz,1680
chopin,Mazurka_op67_n3_Drchew.mid,processed\lstm\chopin\Mazurka_op67_n3_Drchew.npz,708
chopin,Mazurka_op68_n2_Drchew.mid,processed\lstm\chopin\Mazurka_op68_n2_Drchew.npz,773
chopin,Mazurka_op7_n1.mid,processed\lstm\chopin\Mazurka_op7_n1.npz,1229
chopin,Mazurka_op7_n2.mid,processed\lstm\chopin\Mazurka_op7_n2.npz,1207
chopin,Nocturne_No1_Opus62.mid,processed\lstm\chopin\Nocturne_No1_Opus62.npz,2048
chopin,Nocturne_No15_in_F_Minor_Opus55_-1.mid,processed\lstm\chopin\Nocturne_No15_in_F_Minor_Opus55_-1.npz,1456
chopin,Nocturne_No18_in_E_Major_Op62.mid,processed\lstm\chopin\Nocturne_No18_in_E_Major_Op62.npz,1787
chopin,Nocturne_op09_n2.mid,processed\lstm\chopin\Nocturne_op09_n2.npz,1298
chopin,Nocturne_op09_n3.mid,processed\lstm\chopin\Nocturne_op09_n3.npz,2430
chopin,Nocturne_op15_n2.mid,processed\lstm\chopin\Nocturne_op15_n2.npz,1151
chopin,Nocturne_op15_n3.mid,processed\lstm\chopin\Nocturne_op15_n3.npz,1094
chopin,Nocturne_op27_n1.mid,processed\lstm\chopin\Nocturne_op27_n1.npz,1633
chopin,Nocturne_op27_n2.mid,processed\lstm\chopin\Nocturne_op27_n2.npz,1831
chopin,Nocturne_op32_n1.mid,processed\lstm\chopin\Nocturne_op32_n1.npz,1281
chopin,Nocturne_op32_n2.mid,processed\lstm\chopin\Nocturne_op32_n2.npz,2405
chopin,Nocturne_op33_n2.mid,processed\lstm\chopin\Nocturne_op33_n2.npz,1933
chopin,Nocturne_op33_n4.mid,processed\lstm\chopin\Nocturne_op33_n4.npz,2165
chopin,Nocturne_op37_01.mid,processed\lstm\chopin\Nocturne_op37_01.npz,1546
chopin,Nocturne_op37_n2.mid,processed\lstm\chopin\Nocturne_op37_n2.npz,1876
chopin,Nocturne_op48_n1.mid,processed\lstm\chopin\Nocturne_op48_n1.npz,3195
chopin,Nocturne_op48_n2.mid,processed\lstm\chopin\Nocturne_op48_n2.npz,2083
chopin,Nocturne_op55_n1.mid,processed\lstm\chopin\Nocturne_op55_n1.npz,1456
chopin,Nocturne_op55_n2.mid,processed\lstm\chopin\Nocturne_op55_n2.npz,1475
chopin,Nocturne_op62_n2.mid,processed\lstm\chopin\Nocturne_op62_n2.npz,1787
chopin,Nocturne_op72_n1.mid,processed\lstm\chopin\Nocturne_op72_n1.npz,1180
chopin,Op53_Polonaise_in_A_flat_Heroic.mid,processed\lstm\chopin\Op53_Polonaise_in_A_flat_Heroic.npz,6178
chopin,Piano_Concerto_n1_op11_1mov.mid,processed\lstm\chopin\Piano_Concerto_n1_op11_1mov.npz,19929
chopin,Piano_Concerto_n1_op11_2mov.mid,processed\lstm\chopin\Piano_Concerto_n1_op11_2mov.npz,4116
chopin,Piano_Concerto_n1_op11_3mov.mid,processed\lstm\chopin\Piano_Concerto_n1_op11_3mov.npz,14052
chopin,Piano_Concerto_n2_1mov.mid,processed\lstm\chopin\Piano_Concerto_n2_1mov.npz,13682
chopin,Piano_Concerto_n2_2mov.mid,processed\lstm\chopin\Piano_Concerto_n2_2mov.npz,8880
chopin,Piano_Concerto_n2_3mov.mid,processed\lstm\chopin\Piano_Concerto_n2_3mov.npz,10120
chopin,Polonaise_Opus40_No1_Military.mid,processed\lstm\chopin\Polonaise_Opus40_No1_Military.npz,5550
chopin,Prelude_n01_op28_Reunion.mid,processed\lstm\chopin\Prelude_n01_op28_Reunion.npz,327
chopin,Prelude_n02_op28_Presentiment_of_Death.mid,processed\lstm\chopin\Prelude_n02_op28_Presentiment_of_Death.npz,342
chopin,Prelude_n03_op28_Thou_Art_So_Like_A_Flower.mid,processed\lstm\chopin\Prelude_n03_op28_Thou_Art_So_Like_A_Flower.npz,663
chopin,Prelude_n04_op28_Suffocation.mid,processed\lstm\chopin\Prelude_n04_op28_Suffocation.npz,604
chopin,Prelude_n05_op28_Uncertainty.mid,processed\lstm\chopin\Prelude_n05_op28_Uncertainty.npz,460
chopin,Prelude_n06_op28_Tolling_Bells.mid,processed\lstm\chopin\Prelude_n06_op28_Tolling_Bells.npz,405
chopin,Prelude_n07_op28_The_Polish_Dance.mid,processed\lstm\chopin\Prelude_n07_op28_The_Polish_Dance.npz,164
chopin,Prelude_n08_op28_Desparation.mid,processed\lstm\chopin\Prelude_n08_op28_Desparation.npz,1560
chopin,Prelude_n09_op28_Vision.mid,processed\lstm\chopin\Prelude_n09_op28_Vision.npz,413
chopin,Prelude_n10_op28_The_Night_Moth.mid,processed\lstm\chopin\Prelude_n10_op28_The_Night_Moth.npz,321
chopin,Prelude_n11_op28_Dragonfly.mid,processed\lstm\chopin\Prelude_n11_op28_Dragonfly.npz,321
chopin,Prelude_n12_op28_Duel.mid,processed\lstm\chopin\Prelude_n12_op28_Duel.npz,1225
chopin,Prelude_n13_op28_Loss.mid,processed\lstm\chopin\Prelude_n13_op28_Loss.npz,904
chopin,Prelude_n14_op28_Fear.mid,processed\lstm\chopin\Prelude_n14_op28_Fear.npz,434
chopin,Prelude_n15_op28_Raindrop.mid,processed\lstm\chopin\Prelude_n15_op28_Raindrop.npz,1518
chopin,Prelude_n16_op28_Hades.mid,processed\lstm\chopin\Prelude_n16_op28_Hades.npz,1198
chopin,Prelude_n17_op28_Scene_On_the_Place_of_Notre_Dame.mid,processed\lstm\chopin\Prelude_n17_op28_Scene_On_the_Place_of_Notre_Dame.npz,2496
chopin,Prelude_n18_op28_Suicide.mid,processed\lstm\chopin\Prelude_n18_op28_Suicide.npz,573
chopin,Prelude_n19_op28.mid,processed\lstm\chopin\Prelude_n19_op28.npz,1237
chopin,Prelude_n20_op28_Funeral_March.mid,processed\lstm\chopin\Prelude_n20_op28_Funeral_March.npz,286
chopin,Prelude_n21_op28_Sunday.mid,processed\lstm\chopin\Prelude_n21_op28_Sunday.npz,871
chopin,Prelude_n22_op28_Impatience.mid,processed\lstm\chopin\Prelude_n22_op28_Impatience.npz,631
chopin,Prelude_n23_op28_A_Pleasure_Boat.mid,processed\lstm\chopin\Prelude_n23_op28_A_Pleasure_Boat.npz,527
chopin,Prelude_n24_op28_The_Storm.mid,processed\lstm\chopin\Prelude_n24_op28_The_Storm.npz,1371
chopin,Prelude_op28-15_Raindrop.mid,processed\lstm\chopin\Prelude_op28-15_Raindrop.npz,1516
chopin,Revolutionary.mid,processed\lstm\chopin\Revolutionary.npz,2113
chopin,Scherzo_n1_op20.mid,processed\lstm\chopin\Scherzo_n1_op20.npz,4794
chopin,Scherzo_No2_Opus31.mid,processed\lstm\chopin\Scherzo_No2_Opus31.npz,5959
chopin,Scherzo_op31.mid,processed\lstm\chopin\Scherzo_op31.npz,5975
chopin,Sonata_No3_1st_Mov_Allegro.mid,processed\lstm\chopin\Sonata_No3_1st_Mov_Allegro.npz,4865
chopin,Sonata_No3_2nd_Mov_Scherzo.mid,processed\lstm\chopin\Sonata_No3_2nd_Mov_Scherzo.npz,1435
chopin,Sonata_op35_n1.mid,processed\lstm\chopin\Sonata_op35_n1.npz,5615
chopin,Sonata_op35_n2.mid,processed\lstm\chopin\Sonata_op35_n2.npz,4775
chopin,Sonata_op35_n3.mid,processed\lstm\chopin\Sonata_op35_n3.npz,2327
chopin,Sonata_op35_n4.mid,processed\lstm\chopin\Sonata_op35_n4.npz,1760
chopin,Tarantella.mid,processed\lstm\chopin\Tarantella.npz,3225
chopin,Trois_Nouvelles_Etudes_Opposth.mid,processed\lstm\chopin\Trois_Nouvelles_Etudes_Opposth.npz,3110
chopin,Waltz_in_Ab_Opposth_Brown21.mid,processed\lstm\chopin\Waltz_in_Ab_Opposth_Brown21.npz,2158
chopin,Waltz_op64_n1.mid,processed\lstm\chopin\Waltz_op64_n1.npz,1436
chopin,Waltz_op70_n2.mid,processed\lstm\chopin\Waltz_op70_n2.npz,1379
chopin,Winter_wind_etude.mid,processed\lstm\chopin\Winter_wind_etude.npz,3188
mozart,A_piece_for_PianoK176.mid,processed\lstm\mozart\A_piece_for_PianoK176.npz,881
mozart,Adagio_in_B_flat.mid,processed\lstm\mozart\Adagio_in_B_flat.npz,3332
mozart,Another_piece_for_PianoK176.mid,processed\lstm\mozart\Another_piece_for_PianoK176.npz,1139
mozart,Contradance_n1.mid,processed\lstm\mozart\Contradance_n1.npz,302
mozart,Contradance_n2.mid,processed\lstm\mozart\Contradance_n2.npz,378
mozart,Contradance_n3.mid,processed\lstm\mozart\Contradance_n3.npz,988
mozart,Fantasia_in_C_K475.mid,processed\lstm\mozart\Fantasia_in_C_K475.npz,3964
mozart,Fantasia_in_D_K397.mid,processed\lstm\mozart\Fantasia_in_D_K397.npz,1675
mozart,K02_Minuet_in_F.mid,processed\lstm\mozart\K02_Minuet_in_F.npz,260
mozart,K03_Allegro_in_Bb.mid,processed\lstm\mozart\K03_Allegro_in_Bb.npz,326
mozart,K04_Minuet_in_F.mid,processed\lstm\mozart\K04_Minuet_in_F.npz,450
mozart,K05_Minuet_for_Harpsichord.mid,processed\lstm\mozart\K05_Minuet_for_Harpsichord.npz,414
mozart,K117_Offertorio_Jubilate_Deo.mid,processed\lstm\mozart\K117_Offertorio_Jubilate_Deo.npz,3482
mozart,K136_Divertimento_1mov.mid,processed\lstm\mozart\K136_Divertimento_1mov.npz,9536
mozart,K136_Divertimento_2mov.mid,processed\lstm\mozart\K136_Divertimento_2mov.npz,3654
mozart,K136_Divertimento_3mov.mid,processed\lstm\mozart\K136_Divertimento_3mov.npz,6392
mozart,K191_Bassoon_Concerto_1mov.mid,processed\lstm\mozart\K191_Bassoon_Concerto_1mov.npz,6804
mozart,K191_Bassoon_Concerto_2mov.mid,processed\lstm\mozart\K191_Bassoon_Concerto_2mov.npz,2900
mozart,K191_Bassoon_Concerto_3mov.mid,processed\lstm\mozart\K191_Bassoon_Concerto_3mov.npz,4224
mozart,K299_Flute_Harp_Concerto_1mov.mid,processed\lstm\mozart\K299_Flute_Harp_Concerto_1mov.npz,9906
mozart,K299_Flute_Harp_Concerto_2mov.mid,processed\lstm\mozart\K299_Flute_Harp_Concerto_2mov.npz,3601
mozart,K299_Flute_Harp_Concerto_3mov.mid,processed\lstm\mozart\K299_Flute_Harp_Concerto_3mov.npz,9047
mozart,K314_Flute_Concerto_n2_1mov.mid,processed\lstm\mozart\K314_Flute_Concerto_n2_1mov.npz,8294
mozart,K314_Flute_Concerto_n2_2mov.mid,processed\lstm\mozart\K314_Flute_Concerto_n2_2mov.npz,2795
mozart,K314_Flute_Concerto_n2_3mov.mid,processed\lstm\mozart\K314_Flute_Concerto_n2_3mov.npz,5913
mozart,K317_Coronation_Mass_1mov.mid,processed\lstm\mozart\K317_Coronation_Mass_1mov.npz,1102
mozart,K317_Coronation_Mass_2mov.mid,processed\lstm\mozart\K317_Coronation_Mass_2mov.npz,4422
mozart,K317_Coronation_Mass_3mov.mid,processed\lstm\mozart\K317_Coronation_Mass_3mov.npz,6529
mozart,K317_Coronation_Mass_4mov.mid,processed\lstm\mozart\K317_Coronation_Mass_4mov.npz,1186
mozart,K317_Coronation_Mass_5mov.mid,processed\lstm\mozart\K317_Coronation_Mass_5mov.npz,2295
mozart,K317_Coronation_Mass_6mov.mid,processed\lstm\mozart\K317_Coronation_Mass_6mov.npz,2962
mozart,K335_Laudate_Dominus.mid,processed\lstm\mozart\K335_Laudate_Dominus.npz,1728
mozart,K339_Vesperae_solemnes_de_confessore_Vespers_1mov_Dixit_Dominus.mid,processed\lstm\mozart\K339_Vesperae_solemnes_de_confessore_Vespers_1mov_Dixit_Dominus.npz,3767
mozart,K354_Piano_Variations_Je_Suis_Lindor.mid,processed\lstm\mozart\K354_Piano_Variations_Je_Suis_Lindor.npz,7939
mozart,K361_Serenade_n10_3mov.mid,processed\lstm\mozart\K361_Serenade_n10_3mov.npz,3133
mozart,K393_Solfeggi_n1.mid,processed\lstm\mozart\K393_Solfeggi_n1.npz,1697
mozart,K393_Solfeggi_n2.mid,processed\lstm\mozart\K393_Solfeggi_n2.npz,434
mozart,K393_Solfeggi_n3.mid,processed\lstm\mozart\K393_Solfeggi_n3.npz,1597
mozart,K393_Solfeggi_n4.mid,processed\lstm\mozart\K393_Solfeggi_n4.npz,434
mozart,K393_Solfeggi_n5.mid,processed\lstm\mozart\K393_Solfeggi_n5.npz,1372
mozart,K398_Piano_Variations_Salve_Tu_Domine.mid,processed\lstm\mozart\K398_Piano_Variations_Salve_Tu_Domine.npz,3795
mozart,K401_Fuga_in_G_minor.mid,processed\lstm\mozart\K401_Fuga_in_G_minor.npz,1535
mozart,K427_Great_Mass_1mov.mid,processed\lstm\mozart\K427_Great_Mass_1mov.npz,4675
mozart,K492_Overture_Le_Nozze_di_Figaro.mid,processed\lstm\mozart\K492_Overture_Le_Nozze_di_Figaro.npz,10671
mozart,K495_Horn_Concerto_n4_1mov.mid,processed\lstm\mozart\K495_Horn_Concerto_n4_1mov.npz,7009
mozart,K495_Horn_Concerto_n4_2mov.mid,processed\lstm\mozart\K495_Horn_Concerto_n4_2mov.npz,1830
mozart,K495_Horn_Concerto_n4_3mov.mid,processed\lstm\mozart\K495_Horn_Concerto_n4_3mov.npz,4261
mozart,K501_Andante_with_5_Variations_for_Piano_Duet.mid,processed\lstm\mozart\K501_Andante_with_5_Variations_for_Piano_Duet.npz,5022
mozart,K525_Serenade_1mov_Eine_Kleine_Natchmusik.mid,processed\lstm\mozart\K525_Serenade_1mov_Eine_Kleine_Natchmusik.npz,12798
mozart,K525_Serenade_2mov_Eine_Kleine_Natchmusik.mid,processed\lstm\mozart\K525_Serenade_2mov_Eine_Kleine_Natchmusik.npz,5642
mozart,K525_Serenade_3mov_Eine_Kleine_Natchmusik.mid,processed\lstm\mozart\K525_Serenade_3mov_Eine_Kleine_Natchmusik.npz,3338
mozart,K525_Serenade_4mov_Eine_Kleine_Natchmusik.mid,processed\lstm\mozart\K525_Serenade_4mov_Eine_Kleine_Natchmusik.npz,11504
mozart,K527_Overture_Don_Giovanni.mid,processed\lstm\mozart\K527_Overture_Don_Giovanni.npz,11886
mozart,K546_Adagio__Fugue_for_Strings.mid,processed\lstm\mozart\K546_Adagio__Fugue_for_Strings.npz,4973
mozart,K573_9_Variations_for_Piano_Uber_Duport.mid,processed\lstm\mozart\K573_9_Variations_for_Piano_Uber_Duport.npz,6934
mozart,K594_Adagio__Allegro_for_Mechanical_Organ.mid,processed\lstm\mozart\K594_Adagio__Allegro_for_Mechanical_Organ.npz,6043
mozart,K608_Fantasia_for_Mechanical_Organ.mid,processed\lstm\mozart\K608_Fantasia_for_Mechanical_Organ.npz,5243
mozart,K617_Adagio.mid,processed\lstm\mozart\K617_Adagio.npz,1288
mozart,K618_Ave_Verum_Corpus.mid,processed\lstm\mozart\K618_Ave_Verum_Corpus.npz,465
mozart,K620_Overture_The_Magic_Flute.mid,processed\lstm\mozart\K620_Overture_The_Magic_Flute.npz,2692
mozart,K622_Clarinet_Concerto_1mov.mid,processed\lstm\mozart\K622_Clarinet_Concerto_1mov.npz,10384
mozart,K622_Clarinet_Concerto_2mov.mid,processed\lstm\mozart\K622_Clarinet_Concerto_2mov.npz,2266
mozart,K622_Clarinet_Concerto_3mov.mid,processed\lstm\mozart\K622_Clarinet_Concerto_3mov.npz,7526
mozart,K626_Requiem_01_Introitus__Kyrie.mid,processed\lstm\mozart\K626_Requiem_01_Introitus__Kyrie.npz,9819
mozart,K626_Requiem_02_rextremendae.mid,processed\lstm\mozart\K626_Requiem_02_rextremendae.npz,2042
mozart,K626_Requiem_03_tuba_mirum.mid,processed\lstm\mozart\K626_Requiem_03_tuba_mirum.npz,1361
mozart,K626_Requiem_04_Dies_Irae.mid,processed\lstm\mozart\K626_Requiem_04_Dies_Irae.npz,5458
mozart,K626_Requiem_05_Recordare.mid,processed\lstm\mozart\K626_Requiem_05_Recordare.npz,3536
mozart,K626_Requiem_06_confutatis.mid,processed\lstm\mozart\K626_Requiem_06_confutatis.npz,3115
mozart,K626_Requiem_07_Lacrimosa.mid,processed\lstm\mozart\K626_Requiem_07_Lacrimosa.npz,2201
mozart,K626_Requiem_08_offertorio_domine_jesu.mid,processed\lstm\mozart\K626_Requiem_08_offertorio_domine_jesu.npz,7038
mozart,K626_Requiem_09_hostias.mid,processed\lstm\mozart\K626_Requiem_09_hostias.npz,4743
mozart,K626_Requiem_10_Sanctus.mid,processed\lstm\mozart\K626_Requiem_10_Sanctus.npz,2046
mozart,K626_Requiem_11_Benedictus.mid,processed\lstm\mozart\K626_Requiem_11_Benedictus.npz,4115
mozart,K626_Requiem_12_agnus_dei.mid,processed\lstm\mozart\K626_Requiem_12_agnus_dei.npz,10720
mozart,K626_Requiem_kyrie.mid,processed\lstm\mozart\K626_Requiem_kyrie.npz,4587
mozart,Piano_Concerto_n12_K414_1mov.mid,processed\lstm\mozart\Piano_Concerto_n12_K414_1mov.npz,8541
mozart,Piano_Concerto_n12_K414_3mov.mid,processed\lstm\mozart\Piano_Concerto_n12_K414_3mov.npz,5224
mozart,Piano_Concerto_n14_K449_1mov.mid,processed\lstm\mozart\Piano_Concerto_n14_K449_1mov.npz,8739
mozart,Piano_Concerto_n14_K449_2mov.mid,processed\lstm\mozart\Piano_Concerto_n14_K449_2mov.npz,3154
mozart,Piano_Concerto_n14_K449_3mov.mid,processed\lstm\mozart\Piano_Concerto_n14_K449_3mov.npz,6482
mozart,Piano_Concerto_n16_K451_1mov.mid,processed\lstm\mozart\Piano_Concerto_n16_K451_1mov.npz,13182
mozart,Piano_Concerto_n16_K451_3mov.mid,processed\lstm\mozart\Piano_Concerto_n16_K451_3mov.npz,9234
mozart,Piano_Concerto_n17_K453_3mov.mid,processed\lstm\mozart\Piano_Concerto_n17_K453_3mov.npz,10111
mozart,Piano_Concerto_n18_K456_1mov_Paradis.mid,processed\lstm\mozart\Piano_Concerto_n18_K456_1mov_Paradis.npz,12487
mozart,Piano_Concerto_n18_K456_2mov_Paradis.mid,processed\lstm\mozart\Piano_Concerto_n18_K456_2mov_Paradis.npz,6896
mozart,Piano_Concerto_n18_K456_3mov_Paradis.mid,processed\lstm\mozart\Piano_Concerto_n18_K456_3mov_Paradis.npz,9846
mozart,Piano_Concerto_n20_K466_1mov.mid,processed\lstm\mozart\Piano_Concerto_n20_K466_1mov.npz,14276
mozart,Piano_Concerto_n20_K466_2mov.mid,processed\lstm\mozart\Piano_Concerto_n20_K466_2mov.npz,6222
mozart,Piano_Concerto_n20_K466_3mov.mid,processed\lstm\mozart\Piano_Concerto_n20_K466_3mov.npz,9260
mozart,Piano_Concerto_n21_K467_1mov_Elvira_Madigan.mid,processed\lstm\mozart\Piano_Concerto_n21_K467_1mov_Elvira_Madigan.npz,16254
mozart,Piano_Concerto_n21_K467_2mov_Elvira_Madigan.mid,processed\lstm\mozart\Piano_Concerto_n21_K467_2mov_Elvira_Madigan.npz,5406
